trial_number,trial_id,synthetic_seed,sampling_seed,schema_attempts,sample_type,ridge_spearman,ridge_mae,ridge_rmse
20,trial_0020,20200000,20200000,1,informed,0.49389060189462314,0.7197865654320512,1.0348748178763927
20,trial_0020,20200001,20200001,1,informed,0.4467365447882438,0.7824195989030307,1.1190593815534755
20,trial_0020,20200002,20200002,1,informed,0.4013852016281602,0.7985289908663108,1.1295717844259456
20,trial_0020,20200003,20200003,1,informed,0.39764859892517695,0.7655347887436857,1.0711164075551964
20,trial_0020,20200004,20200004,1,informed,0.516982972532393,0.710429407684009,1.1217460474377783
20,trial_0020,20200005,20200005,1,informed,0.03968543058563534,0.8041407686988306,1.075351365626265
20,trial_0020,20200006,20200006,1,informed,0.4868227030065844,0.7387854760793077,1.0763069277411135
20,trial_0020,20200007,20200007,1,informed,0.43109243488321297,0.7814489312028585,1.1177996791202747
20,trial_0020,20200008,20200008,1,informed,0.5895770152326415,0.6402140662255953,0.8531306268234148
20,trial_0020,20200009,20200009,1,informed,0.5341863910462743,0.7119512358716934,1.0930746156728548
20,trial_0020,20200010,20200010,1,informed,0.5114672747298742,0.7681021898514809,1.1507196513249718
20,trial_0020,20200011,20200011,1,informed,0.5778692157678699,0.6881517810162459,1.0369859549645397
20,trial_0020,20200012,20200012,1,informed,0.5235981631892143,0.7379970703686035,1.1041995766926127
20,trial_0020,20200013,20200013,1,informed,0.5567644503611902,0.6949071741356876,0.9721366682312522
20,trial_0020,20200014,20200014,1,informed,0.6010053660156934,0.687234305065269,1.0753088494022915
20,trial_0020,20200015,20200015,1,informed,0.3822759144014906,0.805947388761845,1.158658756291711
20,trial_0020,20200016,20200016,1,informed,0.5622072140396855,0.693639363021781,0.9911259250507152
20,trial_0020,20200017,20200017,1,informed,0.5091817139197766,0.7000424083014637,1.0240890632925481
20,trial_0020,20200018,20200018,1,informed,0.3464227647175198,0.7990582389992906,1.1317408883295905
20,trial_0020,20200019,20200019,1,informed,0.13640970634969143,1.0685421045343642,2.079599048816734
20,trial_0020,20200020,20200020,1,informed,-0.17951701303790513,0.8842541742223109,1.236456057866577
20,trial_0020,20200021,20200021,1,informed,0.3162356096178819,0.8291390709053579,1.202575623968219
20,trial_0020,20200022,20200022,1,informed,0.19519127524383467,0.8169458598719845,1.0623502610287439
20,trial_0020,20200023,20200023,1,informed,0.4873437254716602,0.7492391830143847,1.0096353127545878
20,trial_0020,20200024,20200024,1,informed,0.37014949548086046,0.7794122690629034,1.1150752555291898
20,trial_0020,20200025,20200025,1,informed,0.40645486133674114,0.7653945606234394,1.0377845240078178
20,trial_0020,20200026,20200026,1,informed,0.31240699182439546,0.7907964302015928,1.0606159484529791
20,trial_0020,20200027,20200027,1,informed,0.2888210993695137,0.8447709950167923,1.2268697192938451
20,trial_0020,20200028,20200028,1,informed,0.5069789694247947,0.766864311939659,1.1677411661043482
20,trial_0020,20200029,20200029,1,informed,0.33060888068308614,0.8232259720220982,1.132069007594023
20,trial_0020,20200030,20200030,1,informed,0.12691281136341784,0.847267403702307,1.2186137119389164
20,trial_0020,20200031,20200031,1,informed,0.4781533560973331,0.6690480087785915,0.8569553047951167
20,trial_0020,20200032,20200032,1,informed,0.38008001773187156,0.8447111500048122,1.143734082326693
20,trial_0020,20200033,20200033,1,informed,0.36403220050166224,0.8309378783515705,1.1541333087050882
20,trial_0020,20200034,20200034,1,informed,0.3649338991826625,0.7909688587987695,1.0943406752727074
20,trial_0020,20200035,20200035,1,informed,0.5346990895080648,0.7389034817513095,1.0944881230899952
20,trial_0020,20200036,20200036,1,informed,0.3388726750447558,0.8635404346006376,1.2388886166301012
20,trial_0020,20200037,20200037,1,informed,0.5029574917193951,0.7214961120258184,1.0178163148744497
20,trial_0020,20200038,20200038,1,informed,0.5137177353093698,0.7431056465971361,1.1049291470732032
20,trial_0020,20200039,20200039,1,informed,0.22004055730736,0.762714024447121,1.0115055764000271
20,trial_0020,20200040,20200040,1,informed,-0.018301011472524466,0.9653669402225474,1.3726597798818074
20,trial_0020,20200041,20200041,1,informed,0.4562155206147358,0.7742978780004397,1.103464886963313
20,trial_0020,20200042,20200042,1,informed,-0.04994813387415362,0.9416575031415967,1.393267014117251
20,trial_0020,20200043,20200043,1,informed,0.09288151126547892,1.0170631228575282,1.321037285470112
20,trial_0020,20200044,20200044,1,informed,0.4995418210314168,0.7436247621903064,1.0763013532426555
20,trial_0020,20200045,20200045,1,informed,0.3263429315117419,0.8839979873280385,1.2856777980077523
20,trial_0020,20200046,20200046,1,informed,0.4869669447252535,0.6904969465813329,0.8934021537714172
20,trial_0020,20200047,20200047,1,informed,0.19139786702746295,0.8677471138830408,1.2278288451671806
20,trial_0020,20200048,20200048,1,informed,0.5652166624326914,0.6860527212225067,0.9700218183260336
20,trial_0020,20200049,20200049,1,informed,0.04792298178423818,0.9405783499413759,1.2500128237341022
20,trial_0020,20200050,20200050,1,informed,0.4275355841789235,0.8208579512389639,1.2820047946719968
20,trial_0020,20200051,20200051,1,informed,-0.15641521126340818,1.1840201976375646,1.5841081051211106
20,trial_0020,20200052,20200052,1,informed,0.11981825926288937,0.9304133688509901,1.290769887859494
20,trial_0020,20200053,20200053,1,informed,0.4947678616300174,0.9893402678507698,1.9431300892027321
20,trial_0020,20200054,20200054,1,informed,0.4312582725381558,0.9087629087918252,1.4722316136961877
20,trial_0020,20200055,20200055,1,informed,0.4059376113263562,0.7490636602766925,1.0376392511098347
