draw_index,sample_scope,metric,n_trials,spearman,kendall_tau
51,informed,surrogate_spearman,25,-0.0007692307692307692,0.0
51,generic,surrogate_spearman,7,0.3571428571428572,0.14285714285714288
51,informed,pren_spearman,25,-0.11384615384615385,-0.07333333333333332
51,generic,fake_pren_spearman,7,0.10714285714285716,0.04761904761904762
52,all,surrogate_spearman,32,0.3420087976539589,0.24193548387096778
52,all,surrogate_mae,32,-0.4607771260997067,-0.3266129032258065
52,all,surrogate_rmse,32,-0.47397360703812313,-0.342741935483871
52,informed,surrogate_spearman,26,0.5111111111111111,0.36000000000000004
52,generic,surrogate_spearman,6,0.14285714285714288,0.06666666666666665
52,informed,pren_spearman,26,0.10358974358974359,0.05846153846153847
52,generic,fake_pren_spearman,6,0.2,0.06666666666666665
53,all,surrogate_spearman,32,0.1191348973607038,0.06451612903225808
53,all,surrogate_mae,32,-0.16422287390029325,-0.10483870967741937
53,all,surrogate_rmse,32,-0.1638563049853372,-0.09274193548387098
53,informed,surrogate_spearman,24,0.029565217391304344,0.028985507246376812
53,generic,surrogate_spearman,8,-0.4047619047619048,-0.2857142857142857
53,informed,pren_spearman,24,0.3504347826086956,0.2391304347826087
53,generic,fake_pren_spearman,8,0.38095238095238104,0.21428571428571427
54,all,surrogate_spearman,32,0.1191348973607038,0.07661290322580645
54,all,surrogate_mae,32,-0.41202346041055715,-0.25000000000000006
54,all,surrogate_rmse,32,-0.3603372434017595,-0.2298387096774194
54,informed,surrogate_spearman,29,0.11379310344827585,0.07389162561576354
54,generic,surrogate_spearman,3,0.5,0.33333333333333337
54,informed,pren_spearman,29,-0.10738916256157634,-0.06403940886699505
54,generic,fake_pren_spearman,3,-1.0,-1.0
55,all,surrogate_spearman,32,0.23680351906158356,0.1532258064516129
55,all,surrogate_mae,32,-0.028225806451612902,-0.00403225806451613
55,all,surrogate_rmse,32,-0.10520527859237536,-0.060483870967741944
55,informed,surrogate_spearman,28,0.14012041598248495,0.09523809523809523
55,generic,surrogate_spearman,4,-0.39999999999999997,-0.3333333333333334
55,informed,pren_spearman,28,0.03940886699507389,0.026455026455026457
55,generic,fake_pren_spearman,4,-0.39999999999999997,-0.3333333333333334
