trial_number,trial_id,synthetic_seed,sampling_seed,schema_attempts,sample_type,ridge_spearman,ridge_mae,ridge_rmse
29,trial_0029,29200000,29200000,1,informed,0.3131878899454036,0.9234247404644268,1.4442640455092879
29,trial_0029,29200001,29200001,1,informed,-0.02316827078595222,0.8028412743513177,1.0625474896993232
29,trial_0029,29200002,29200002,1,informed,0.07631514553504545,1.0292076557157916,1.656582371101489
29,trial_0029,29200003,29200003,1,informed,0.2682410195360879,0.7483757531643267,0.9790020553543627
29,trial_0029,29200004,29200004,1,informed,0.06119272784248113,0.9436259146153511,1.209991550406253
29,trial_0029,29200005,29200005,1,informed,0.5320722445632712,0.708899001398969,0.995063114256728
29,trial_0029,29200006,29200006,1,informed,0.12941098279929927,1.747147577554302,2.33986807487355
29,trial_0029,29200007,29200007,1,informed,0.2966291921391787,0.7849045289933143,1.0728538220350985
29,trial_0029,29200008,29200008,1,informed,0.23972049664759265,1.0850307113968136,1.791385111946118
29,trial_0029,29200009,29200009,1,generic,0.05785737216813881,0.7738749299319396,1.0205946329652114
29,trial_0029,29200010,29200010,1,generic,0.2077327325220301,0.7436342327419027,0.9710064334441455
29,trial_0029,29200011,29200011,1,informed,0.07546929558544684,0.8706148061974007,1.1468208407368572
29,trial_0029,29200012,29200012,1,informed,0.1896946447394817,0.8515361955467642,1.1902479143406244
29,trial_0029,29200013,29200013,1,informed,0.5615534722447248,0.727114648341908,1.058687578691087
29,trial_0029,29200014,29200014,1,informed,0.42501887850912623,0.8853603894897575,1.5160202076414397
29,trial_0029,29200015,29200015,1,informed,0.16435339904665153,0.8503261621437107,1.195556877919797
29,trial_0029,29200016,29200016,1,informed,0.29620261772451545,0.7382606290105795,0.980556010022715
29,trial_0029,29200017,29200017,1,generic,0.3566943387418873,0.8145532364054897,1.4648084079716417
29,trial_0029,29200018,29200018,1,informed,-0.1694332689858631,1.5486113542374114,2.4898500153992797
29,trial_0029,29200019,29200019,1,informed,0.5331126219591029,0.7341514754902334,1.0732553155747058
29,trial_0029,29200020,29200020,1,informed,-0.4061776269219052,1.1311008168810528,1.58004789134721
29,trial_0029,29200021,29200021,1,generic,0.14839196556153725,0.8279895572592008,1.0339988033678065
29,trial_0029,29200022,29200022,1,informed,0.19000655566718255,0.9455816227701819,1.6055027913105813
29,trial_0029,29200023,29200023,1,informed,0.26904999237425187,0.7657801801537802,1.0229238291913438
29,trial_0029,29200024,29200024,1,informed,0.4947324880331336,0.737681571040508,1.1045845913943837
29,trial_0029,29200025,29200025,1,generic,0.3220257671674749,0.7364602578910491,0.9641722779323975
29,trial_0029,29200026,29200026,1,generic,0.08700114284284363,0.7690568325535684,1.0214798008473338
29,trial_0029,29200027,29200027,1,generic,-0.06712801555115944,0.8091765171425529,1.0910577504941008
29,trial_0029,29200028,29200028,1,informed,0.4274059948929669,0.7061240145145644,0.9275779812450317
29,trial_0029,29200029,29200029,1,informed,0.1661333825866033,0.805676060729842,1.09638413078712
29,trial_0029,29200030,29200030,1,generic,-0.05286391331065049,0.8564946305401092,1.1429376582077098
29,trial_0029,29200031,29200031,1,informed,0.33926106018983126,0.7146347994716653,0.9440760152167958
29,trial_0029,29200032,29200032,1,informed,0.2719867526728882,0.8039907300081928,1.1034401969320258
29,trial_0029,29200033,29200033,1,informed,0.17445402346660377,0.9103322572422186,1.2718659072218963
29,trial_0029,29200034,29200034,1,informed,0.5630025322320664,0.7327568682296655,1.14549118759625
