trial_number,trial_id,draw_index,model,mean_test_spearman,synthetic_seed,sampling_seed,schema_attempts,sample_type,surrogate_spearman,surrogate_mae,surrogate_rmse,pren_spearman,pren_mae,pren_rmse,fake_pren_spearman,fake_pren_mae,fake_pren_rmse
3,trial_0003,0,hist_gradient_boosting,0.7414611962318451,3200000,3200000,1,informed,0.2870138320035686,0.9109795852290589,1.1635731857162417,0.49309916550344596,0.7714512727383552,1.0357830210274923,,,
3,trial_0003,1,hist_gradient_boosting,0.7414611962318451,3200001,3200001,1,informed,0.2038332886809663,0.9680920049818981,1.2017629593709722,0.49904825820936255,0.7961361692652136,1.0314791494397288,,,
3,trial_0003,2,hist_gradient_boosting,0.7414611962318451,3200002,3200002,1,informed,0.23353876327243767,0.8604906801813115,1.0857469901273875,0.4227751974134228,0.8911289767040993,1.1221193048886287,,,
3,trial_0003,3,hist_gradient_boosting,0.7414611962318451,3200003,3200003,1,informed,0.3731111454634819,0.8682092526590404,1.0973106239683523,0.5131595350299494,0.7518673827979854,1.0269132468095883,,,
3,trial_0003,4,hist_gradient_boosting,0.7414611962318451,3200004,3200004,1,informed,0.2745094698972227,0.8293256031904928,1.0563013407711452,0.5321066203732261,0.7388539954821203,0.9675389081016346,,,
3,trial_0003,5,hist_gradient_boosting,0.7414611962318451,3200005,3200005,1,informed,0.11507270386193164,1.032716293532956,1.2718578457999135,0.35854240415435784,0.9109562012086894,1.1788555802254115,,,
3,trial_0003,6,hist_gradient_boosting,0.7414611962318451,3200006,3200006,1,informed,0.3407704513476383,0.8379384461028996,1.1136235615164702,0.4772520674657558,0.8163228869537902,1.078199246349321,,,
3,trial_0003,7,hist_gradient_boosting,0.7414611962318451,3200007,3200007,1,informed,0.3590832465199427,0.8405027930468356,1.092292649042736,0.5114529503367002,0.7326820770323788,1.0029570262529832,,,
3,trial_0003,8,hist_gradient_boosting,0.7414611962318451,3200008,3200008,1,informed,0.39429366205701966,0.7891074027391396,0.998810382754672,0.5088036073469023,0.7270441072182081,0.983664241275598,,,
3,trial_0003,9,hist_gradient_boosting,0.7414611962318451,3200009,3200009,1,informed,0.4403531172898066,0.7224543798690696,0.9516382989545402,0.38036321153165387,0.9231842041693936,1.1770302452102803,,,
3,trial_0003,10,hist_gradient_boosting,0.7414611962318451,3200010,3200010,1,generic,-0.2229719676546785,0.8457316833780956,1.1179754864879345,,,,0.43853305502837153,0.8250112208417546,1.0973459770141327
3,trial_0003,11,hist_gradient_boosting,0.7414611962318451,3200011,3200011,1,informed,0.4284255168629427,0.7577310105634828,0.975622336112977,0.5253236511608601,0.7724930808885789,1.005275566022711,,,
3,trial_0003,12,hist_gradient_boosting,0.7414611962318451,3200012,3200012,1,informed,0.44004398654480276,0.7602327151164315,0.9785434308138451,0.4960441267905406,0.7773311767225579,1.0519803245434403,,,
3,trial_0003,13,hist_gradient_boosting,0.7414611962318451,3200013,3200013,1,informed,0.32472833549873004,0.9016949158808681,1.1294074117686146,0.3385704822883782,0.9468853883535447,1.214551348871238,,,
3,trial_0003,14,hist_gradient_boosting,0.7414611962318451,3200014,3200014,1,generic,-0.038361897316488085,0.8000513592775844,1.042144885473918,,,,0.4928662437629135,0.7857165712762119,1.0408126947833647
3,trial_0003,15,hist_gradient_boosting,0.7414611962318451,3200015,3200015,1,informed,0.2911648465646534,0.7852099988371073,1.0340679567045317,0.1561094784136793,1.0195860720002068,1.321300146608916,,,
3,trial_0003,16,hist_gradient_boosting,0.7414611962318451,3200016,3200016,1,generic,0.20750928143386987,0.7425971093211952,0.9906945264446297,,,,0.50630052898626,0.718909731644927,1.0002451936223145
3,trial_0003,17,hist_gradient_boosting,0.7414611962318451,3200017,3200017,1,informed,0.1215615969312928,0.8450276811879175,1.095906554371022,0.22229321848542535,0.9849126919993048,1.2758127218973891,,,
3,trial_0003,18,hist_gradient_boosting,0.7414611962318451,3200018,3200018,1,generic,0.12523777843901604,0.8142440281570313,1.054749969877784,,,,0.43970687617473536,0.8043635611125972,1.0758588694793219
3,trial_0003,19,hist_gradient_boosting,0.7414611962318451,3200019,3200019,1,informed,0.3642084953784056,0.736728792244821,0.981635612027101,0.4873673579867345,0.7919177025867058,1.0932777348493277,,,
