trial_number,trial_id,draw_index,model,mean_test_spearman,synthetic_seed,sampling_seed,schema_attempts,sample_type,surrogate_spearman,surrogate_mae,surrogate_rmse,pren_spearman,pren_mae,pren_rmse,fake_pren_spearman,fake_pren_mae,fake_pren_rmse
4,trial_0004,0,extra_trees,0.7325576274468355,4200000,4200000,1,generic,-0.17010008400401236,0.7858835508142422,1.0324511483970173,,,,0.42809684616070187,0.8169629305277932,1.0950972609339058
4,trial_0004,1,extra_trees,0.7325576274468355,4200001,4200001,1,generic,0.11850651708223006,0.7859639656440192,1.0418160766594609,,,,0.4783800860915795,0.8027221199693495,1.0352608562292758
4,trial_0004,2,extra_trees,0.7325576274468355,4200002,4200002,1,generic,-0.17421531564376927,0.7768159883376573,1.0287172497372752,,,,0.5110994467292013,0.7754929104192559,1.0473616344875691
4,trial_0004,3,extra_trees,0.7325576274468355,4200003,4200003,1,generic,0.11219565145492771,0.7837322438658298,0.9931843940807027,,,,0.3097871177197915,0.939158274194416,1.2493864068567722
4,trial_0004,4,extra_trees,0.7325576274468355,4200004,4200004,1,generic,0.17799699611382974,0.767231722163635,0.9917319575112572,,,,0.5077751487209635,0.7132102200140686,0.982337842115154
4,trial_0004,5,extra_trees,0.7325576274468355,4200005,4200005,1,generic,0.28006048389033983,0.743918494416825,0.9780002790429685,,,,0.5592478873544746,0.6929099177395817,0.9693317756074518
4,trial_0004,6,extra_trees,0.7325576274468355,4200006,4200006,1,informed,0.46287108349084477,0.6940955062809887,0.9173188885135383,0.5415785706862719,0.7218278571261217,0.9643013621677914,,,
4,trial_0004,7,extra_trees,0.7325576274468355,4200007,4200007,1,informed,0.47472676268485237,0.6807829956944527,0.9106390201533946,0.411146592160531,0.8851479759977576,1.137825877684801,,,
4,trial_0004,8,extra_trees,0.7325576274468355,4200008,4200008,1,generic,0.3016583085807313,0.7207614843478902,0.9032754858005609,,,,0.2513389736797383,0.978057596733115,1.2355123641208516
4,trial_0004,9,extra_trees,0.7325576274468355,4200009,4200009,1,informed,0.5191262777467164,0.6570139640403705,0.8548634851340348,0.5321976923500564,0.6959586056057497,0.9572020022678758,,,
4,trial_0004,10,extra_trees,0.7325576274468355,4200010,4200010,1,informed,0.4268700328951621,0.7064027261023832,0.9353824731028654,0.5049653670602915,0.7437947233978769,1.019918275134879,,,
4,trial_0004,11,extra_trees,0.7325576274468355,4200011,4200011,1,informed,0.4566493330414765,0.6778657800434013,0.9072122302022262,0.42335700287128936,0.8636731721949723,1.1150857205215592,,,
4,trial_0004,12,extra_trees,0.7325576274468355,4200012,4200012,1,generic,0.31655737483708285,0.9098182450542206,1.131574801278325,,,,0.5005601377682954,0.7602045537050464,1.012191147463968
