trial_number,trial_id,synthetic_seed,sampling_seed,schema_attempts,sample_type,ridge_spearman,ridge_mae,ridge_rmse
2,trial_0002,2200000,2200000,1,generic,0.1011753895864768,0.7541623553845589,0.9984580687317012
2,trial_0002,2200001,2200001,1,generic,0.025843501562650337,0.8298138649493174,1.1457871477177568
2,trial_0002,2200002,2200002,1,informed,0.36992488407529905,0.8068472499536097,1.1190576150769023
2,trial_0002,2200003,2200003,1,generic,-0.14689625561818154,0.8332439580383095,1.1218430213923793
2,trial_0002,2200004,2200004,1,informed,0.47535912897810373,0.7563117796181777,1.0725456976929393
2,trial_0002,2200005,2200005,1,generic,-0.2424776826356183,0.8115348532749522,1.062268085836635
2,trial_0002,2200006,2200006,1,generic,0.04705176344367494,0.7879366966437518,1.0275607592964382
2,trial_0002,2200007,2200007,1,generic,-0.1944046227625916,0.784462380437821,1.0387951993378204
2,trial_0002,2200008,2200008,1,informed,0.29581432825763876,0.8874843882166394,1.242819554812007
2,trial_0002,2200009,2200009,1,informed,0.41358730200394733,0.7043057887763448,0.930934647985439
2,trial_0002,2200010,2200010,1,generic,0.330783288370968,0.7476728118614984,0.982377529213505
2,trial_0002,2200011,2200011,1,informed,0.3318133461896562,0.7873205178849593,1.0898141806659134
2,trial_0002,2200012,2200012,1,generic,-0.1406364821328328,0.8265072796743569,1.0841075161169256
2,trial_0002,2200013,2200013,1,generic,0.34428409727902615,0.7096827027597433,0.9245175980915975
2,trial_0002,2200014,2200014,1,generic,0.3934005005720438,0.7233268888210884,0.9589585966308527
2,trial_0002,2200015,2200015,1,generic,-0.37903194507520305,0.8406793990822973,1.1011824435033741
2,trial_0002,2200016,2200016,1,generic,-0.14784931982355953,2.1481216718342813,3.119366852648409
2,trial_0002,2200017,2200017,1,generic,-0.399513312344218,0.8517833324809542,1.145880337100451
2,trial_0002,2200018,2200018,1,generic,0.03260270157680104,0.7520278244580935,1.0162917450792424
2,trial_0002,2200019,2200019,1,informed,0.5734926215939078,0.6489790020209476,0.8737788049385644
2,trial_0002,2200020,2200020,1,informed,0.5838652728010248,0.6490102486962108,0.9354797821877582
2,trial_0002,2200021,2200021,1,generic,0.029103107440265313,0.765731473611579,1.0064325633942537
2,trial_0002,2200022,2200022,1,informed,0.3462209793965011,0.8044335660762493,1.1315712680960275
2,trial_0002,2200023,2200023,1,generic,0.2859931525194062,0.7592565740663545,1.0183346677336549
2,trial_0002,2200024,2200024,1,generic,-0.1652258065305412,0.7734535321409175,1.0306295840040265
2,trial_0002,2200025,2200025,1,generic,-0.17496103590972978,0.7796356330513233,1.0309936712621222
2,trial_0002,2200026,2200026,1,generic,-0.29946751323968607,0.9953693585953786,1.42049817032607
2,trial_0002,2200027,2200027,1,generic,-0.20226904265465165,0.8324678816129557,1.2020508129419052
2,trial_0002,2200028,2200028,1,generic,0.26008646234068394,1.060989446266645,1.4634158083666455
2,trial_0002,2200029,2200029,1,generic,-0.1453056739066763,0.8037663348600023,1.0826724164867843
2,trial_0002,2200030,2200030,1,generic,0.33999537669639573,0.7332293072653769,0.9683323252585538
2,trial_0002,2200031,2200031,1,generic,0.39046058289285096,0.7272071140570837,0.9534624806040707
2,trial_0002,2200032,2200032,1,informed,0.47735706745465145,0.7455925865287698,1.0629900448999534
2,trial_0002,2200033,2200033,1,generic,-0.3225277086660708,1.707506780669605,2.2455236276219335
2,trial_0002,2200034,2200034,1,informed,0.48788154629476155,0.7727327867948638,1.1287775913476623
2,trial_0002,2200035,2200035,1,informed,0.48858012015996155,0.7486083392908872,1.0567152911631734
2,trial_0002,2200036,2200036,1,generic,-0.3023606442797237,0.7973301987266155,1.0629247428338506
2,trial_0002,2200037,2200037,1,informed,0.07702529646228584,0.8281691268955577,1.084451513920039
2,trial_0002,2200038,2200038,1,generic,0.1484483746938169,0.7502100913647574,1.0035590862944657
2,trial_0002,2200039,2200039,1,informed,0.07667844932375223,1.0587825101538657,1.6390074479045607
2,trial_0002,2200040,2200040,1,generic,-0.20502566824179932,0.8144558402167641,1.0744095590178617
