dataset,table,target,feature,current_group,semantic_domain,causal_role,statistical_family,method,score,n,levels
am_mpea_corrosion,AM_MPEA_corrosion_database_V3,Pitting potential (mV vs. SCE),Si,material,material,base_material_condition,composition_component,abs_spearman,0.00812887245666079,58,2
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,nCq,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.008042631461346952,60,2
mpea_corrosion,Sheet1,Pitting potential (mV vs SCE),Cr,material,material,base_material_condition,composition_component,abs_spearman,0.007996925336106684,335,79
datacor_aluminum_inhibitors,DataCor_long_efficiency,efficiency_score,Mol._weight,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.007890421208812441,408,81
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,SM1_Dz(i),intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.007866053617674243,60,20
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,RDF035p,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.007725011836662556,60,60
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,GGI6,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.007577974408951915,60,8
am_mpea_corrosion,AM_MPEA_corrosion_database_V3,Corrosion potential (mV vs. SCE),Entropy of mixing (J/K.mol),material,material,base_material_condition,positive_continuous_numeric,abs_spearman,0.007409415820496844,81,15
datacortech_aluminum_inhibitors,Efficiencies_with_descriptors,Efficiency,MDEC.22,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.007336597040502712,2011,60
mg_az91_inhibitors,Features,IE,CATS3D_02_DL,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.007263826323723981,68,8
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,Chi1_EA(dm),intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.007256148159049424,60,50
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,RDF045i,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.007058496598529265,60,58
electrochemical_metrics_alloys,Pitting Potential,"Epit, mV (SCE) Avg.","Composition, wt.% Nb",material,material,base_material_condition,composition_component,abs_spearman,0.006910453533241586,722,18
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,HATS3s,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.006891377465799689,60,60
mg_az91_inhibitors,Features,IE,F06[O-O],intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.006857805765162619,68,9
mg_az91_inhibitors,Features,IE,ATS7m,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.0067500481142401805,68,31
datacor_aluminum_inhibitors,DataCor_long_efficiency,efficiency_score,logP_(octanol/water),intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.006606797314865662,408,80
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,Eig03_EA(dm),intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.006401013133933883,60,12
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,Mor16u,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.006391285636419414,60,59
mg_az91_inhibitors,Features,IE,NRS,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.006305343322616835,68,3
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,CATS2D_06_NL,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.006254298060591567,60,3
mg_az91_inhibitors,Features,IE,GATS5s,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.0062540466635707765,68,55
mg_az91_inhibitors,Features,IE,nCbH,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.0062155653552921925,68,5
mg_az91_inhibitors,Features,IE,Mor03m,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.006146328455716126,68,68
datacortech_aluminum_inhibitors,Efficiencies_with_descriptors,Efficiency,MDEO.11,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.006008138203135307,2011,36
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,SpMin3_Bh(p),intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.005835683822162777,60,57
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,H-048,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.005787661913607358,60,2
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,E1s,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.005752157072777472,60,59
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,nOHt,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.005361754307564635,60,2
mg_az91_inhibitors,Features,IE,ATS6v,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.005291969331936622,68,49
mg_az91_inhibitors,Features,IE,MATS5s,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.0052605953571852335,68,61
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,Chi_Dz(m),intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.0052243264693647715,60,57
datacortech_aluminum_inhibitors,Efficiencies_with_descriptors,Efficiency,VC.5,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.005105660959365194,2011,76
datacortech_aluminum_inhibitors,Efficiencies_with_descriptors,Efficiency,nRings6,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.00498987176604295,2011,6
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,Mor20e,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.00483541524869866,60,57
mg_az91_inhibitors,Features,IE,Mor22v,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.004714730212925102,68,68
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,JGI6,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.004387235768880572,60,7
mpea_corrosion,Sheet1,Corrosion current density (microA/cm2),Si,material,material,base_material_condition,composition_component,abs_spearman,0.004355753595065049,590,12
mg_az91_inhibitors,Features,IE,MATS4e,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.004228027158959326,68,67
mg_az91_inhibitors,Features,IE,GATS1s,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.004056311151978097,68,65
datacortech_aluminum_inhibitors,Efficiencies_with_descriptors,Efficiency,tpsaEfficiency,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.004053662889600339,2011,160
datacortech_aluminum_inhibitors,Efficiencies_with_descriptors,Efficiency,MDEC.34,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.003815533839214549,2011,10
steel_mortar_corrosion,02_Chloride,Chloride-to-hydroxide concentration ratio,Relative Humidity of Environment,environment,environment,exposure_context,low_cardinality_numeric,abs_spearman,0.0037157634168812487,95,6
mpea_corrosion,Sheet1,Calculated passive window,B,material,material,base_material_condition,composition_component,abs_spearman,0.0037131327922717812,352,10
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,CATS2D_06_DL,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.0036735138284436637,60,4
electrochemical_metrics_alloys,"HEAs_Ecorr, icorr, ipass, Rate","iCORR, A/cm2 Avg.","Composition, wt.% Cr",material,material,base_material_condition,composition_component,abs_spearman,0.003607595337642728,50,29
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,R1m+,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.0035994719509001767,60,50
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,CATS3D_05_DD,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.003515690472498949,60,4
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,Wi_G/D,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.0031955984216409847,60,60
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,RDF045p,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.003126650187349926,60,55
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,TDB08m,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.0028872929129923467,60,19
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,Mor21e,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.002737175572503876,60,58
mg_az91_inhibitors,Features,IE,Mor23s,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.002729580649588218,68,68
mg_az91_inhibitors,Features,IE,CATS3D_04_NN,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.0025432583290141172,68,3
mg_az91_inhibitors,Features,IE,MATS7v,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.0025063376474144983,68,40
mpea_corrosion,Sheet1,Corrosion current density (microA/cm2),Co,material,material,base_material_condition,composition_component,abs_spearman,0.0024943360784592384,590,75
mpea_corrosion,Sheet1,Corrosion current density (microA/cm2),Zn,material,material,base_material_condition,composition_component,abs_spearman,0.0022964789785330656,590,3
mpea_corrosion,Sheet1,Corrosion current density (microA/cm2),Mg,material,material,base_material_condition,composition_component,abs_spearman,0.0022924453654139857,590,4
datacortech_aluminum_inhibitors,Efficiencies_with_descriptors,Efficiency,Synergistic_inhib_type,intervention,intervention,direct_intervention_control,mostly_missing,eta_squared,0.001988692973487057,45,2
mpea_corrosion,Sheet1,Corrosion potential (mV vs SCE),W,material,material,base_material_condition,composition_component,abs_spearman,0.0019249701473827993,616,10
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,RTp,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.001833995615898304,60,60
steel_mortar_corrosion,02_Chloride,Chloride-to-hydroxide concentration ratio,Porosity of mortar,material,material,base_material_condition,bounded_0_1,abs_spearman,0.0016229318157867005,95,16
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,VE1_RG,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.0015283721470833822,60,58
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,Mor05u,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.001444966242828967,60,60
mg_az91_inhibitors,Features,IE,F04[C-C],intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.0014088775057728253,68,9
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,GATS7p,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.0013978188677565152,60,27
mg_az91_inhibitors,Features,IE,ATS3v,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.0013266523532351894,68,65
nace_nist_corr_data,CORR-DATA_Database,Rate (mm/yr) or Rating,Material Group,material,material,base_material_condition,categorical_nominal,eta_squared,0.0012605112712976176,24259,13
mg_az91_inhibitors,Features,IE,JGI2,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.0011754146091085482,68,34
mg_az91_inhibitors,Features,IE,GATS4e,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.001155219527294367,68,62
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,P2v,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.0010976795891413618,60,56
datacortech_aluminum_inhibitors,Efficiencies_with_descriptors,Efficiency,Synergistic_inhib,intervention,intervention,direct_intervention_control,categorical_nominal,eta_squared,0.001080460299406394,2011,2
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,Mor24s,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.0008614221832249612,60,60
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,nOHp,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.0007529105813072122,60,4
nace_nist_corr_data,CORR-DATA_Database,Rate (mils/yr) or Rating,Material Group,material,material,base_material_condition,categorical_nominal,eta_squared,0.0006883068959048486,24275,13
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,Mor24m,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.000611348858833353,60,58
mg_az91_inhibitors,Features,IE,GATS5p,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.0005076025622806296,68,55
mg_az91_inhibitors,Features,IE,C-026,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.0004354020707959984,68,4
datacor_aluminum_inhibitors,DataCor_long_efficiency,efficiency_score,alloy,material,material,base_material_condition,categorical_nominal,eta_squared,0.0003679658364729239,408,2
steel_mortar_corrosion,02_Chloride,Corrosion Rate of Steel,Cement Proportion,material,material,base_material_condition,composition_component,abs_spearman,0.00017967720661721433,95,7
mg_az91_inhibitors,Features,IE,Mor29s,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.00013361583599382884,68,68
mg_az91_inhibitors,Features,IE,Mor22m,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,1.9087976570546975e-05,68,68
am_mpea_corrosion,AM_MPEA_corrosion_database_V3,Corrosion current density (µA/cm2),Mo,material,material,base_material_condition,composition_component,abs_spearman,0.0,61,2
steel_mortar_corrosion,01_Carbonation,Chloride-to-hydroxide concentration ratio,Relative Humidity of Environment,environment,environment,exposure_context,low_cardinality_numeric,abs_spearman,0.0,180,6
