trial_number,trial_id,draw_index,model,mean_test_spearman,synthetic_seed,sampling_seed,schema_attempts,sample_type,surrogate_spearman,surrogate_mae,surrogate_rmse,pren_spearman,pren_mae,pren_rmse,fake_pren_spearman,fake_pren_mae,fake_pren_rmse
11,trial_0011,0,hist_gradient_boosting,0.8146783308691946,11200000,11200000,1,informed,0.12126404531672104,0.7685812151020638,1.002397859157893,0.39994534041620616,0.867887234368241,1.1642604003151877,,,
11,trial_0011,1,hist_gradient_boosting,0.8146783308691946,11200001,11200001,1,informed,0.411565169336037,0.7123144120083306,0.9506523556269553,0.4830577795567915,0.7588210653003111,1.046177824965149,,,
11,trial_0011,2,hist_gradient_boosting,0.8146783308691946,11200002,11200002,1,informed,0.37643404305390044,0.7100320363715849,0.9482707983587408,0.5229366031185898,0.7402811808030249,1.0229994314391484,,,
11,trial_0011,3,hist_gradient_boosting,0.8146783308691946,11200003,11200003,1,informed,-0.21571619807194511,0.8486068635068047,1.1408686111805115,0.14647174511894692,1.0528423386191175,1.311962157489648,,,
11,trial_0011,4,hist_gradient_boosting,0.8146783308691946,11200004,11200004,1,informed,0.3289354858806067,0.7193115431335076,0.9606300250332904,0.41106905181465697,0.8916400195734064,1.165886659178561,,,
11,trial_0011,5,hist_gradient_boosting,0.8146783308691946,11200005,11200005,1,informed,0.1543356861043939,0.8072155804704976,1.0113447270053488,0.5566604344909096,0.7144980429329579,0.9702584844860612,,,
11,trial_0011,6,hist_gradient_boosting,0.8146783308691946,11200006,11200006,1,informed,0.573897797731489,0.6450520157546371,0.8574104307855425,0.5281230859077606,0.7097863640360533,0.9574396503054146,,,
11,trial_0011,7,hist_gradient_boosting,0.8146783308691946,11200007,11200007,1,informed,0.07081097835560204,0.7782918018156362,1.0465739759872967,0.4940969524325504,0.7736940188026776,1.04084807475718,,,
11,trial_0011,8,hist_gradient_boosting,0.8146783308691946,11200008,11200008,1,informed,0.4917066252871566,0.6836883337944223,0.9047770725948922,0.4665224135627308,0.8098536751234844,1.0750776824093466,,,
11,trial_0011,9,hist_gradient_boosting,0.8146783308691946,11200009,11200009,1,informed,0.3795411977030684,0.7077309050697508,0.9328938335954213,0.5875654221103105,0.6457233440289208,0.8855275400818717,,,
