trial_number,trial_id,trial_result_path,mean_test_spearman,median_test_spearman,std_test_spearman,mean_test_mae,mean_test_rmse,mean_test_r2,n_synth_requested,n_informed_sampled,n_generic_sampled,informed_sample_fraction,elapsed_seconds,epit_environment_coef,epit_interaction_coef,epit_material_coef,informed_feature_block_strength,informed_interaction_strength,informed_physical_marginal_prob,informed_prior_ratio,mlp_prob,pitting_material_dirichlet_active_prob,pitting_material_dirichlet_concentration,pitting_material_dirichlet_prob,all_score_n,all_score_spearman,all_score_mae,all_score_rmse,all_score_median_theta_spearman,all_score_max_theta_spearman,informed_score_n,informed_score_spearman,informed_score_mae,informed_score_rmse,informed_score_median_theta_spearman,informed_score_max_theta_spearman,generic_score_n,generic_score_spearman,generic_score_mae,generic_score_rmse,generic_score_median_theta_spearman,generic_score_max_theta_spearman,pren_score_n,pren_score_spearman,pren_score_mae,pren_score_rmse,pren_score_median_theta_spearman,pren_score_max_theta_spearman,fake_pren_score_n,fake_pren_score_spearman,fake_pren_score_mae,fake_pren_score_rmse,fake_pren_score_median_theta_spearman,fake_pren_score_max_theta_spearman
20,trial_0020,/home/fcolanto/projects/tabicl/corrosion_datasets/analysis/pitting_fixed_pren_direct_trial_results/trial_0020/trial_result.json,0.6704794986564978,0.6789498940745252,0.050234276058501,233.61938583534103,314.4284940299217,0.4544787855736049,256,256,0,1.0,29.311772346496582,0.5455215804311108,0.8429380451276556,0.4773193398392308,0.3606069604628019,0.7224994066315409,1.0,1.0,0.25,0.5,0.25,0.5,256,0.25038275209380384,0.8975913524922874,1.1248791444230548,0.3707197580474718,0.6027891630152784,256,0.25038275209380384,0.8975913524922874,1.1248791444230548,0.3707197580474718,0.6027891630152784,0,,,,,,256,0.48878677140079896,0.7839886439989824,1.0670766046611038,0.4722846262441518,0.587826008518576,0,,,,,
21,trial_0021,/home/fcolanto/projects/tabicl/corrosion_datasets/analysis/pitting_fixed_pren_direct_trial_results/trial_0021/trial_result.json,0.8049371848490361,0.8226998655479901,0.0348040692500565,167.77501734537398,244.78626115671364,0.6686998341807933,256,256,0,1.0,55.39322757720947,0.394640336280662,0.7915369014075604,0.45641571174118184,0.6954391059720293,0.7623576512895771,0.0,1.0,1.0,0.7,0.25,0.0,256,0.44231759250889413,0.7307404899393952,0.9786529620767044,0.24238086996686703,0.5948655593231769,256,0.44231759250889413,0.7307404899393952,0.9786529620767044,0.24238086996686703,0.5948655593231769,0,,,,,,256,0.4923138115120421,0.7822198236646273,1.0584869736942235,0.476168552870633,0.5893974272537168,0,,,,,
22,trial_0022,/home/fcolanto/projects/tabicl/corrosion_datasets/analysis/pitting_fixed_pren_direct_trial_results/trial_0022/trial_result.json,0.8005484928278532,0.8217966427315614,0.0372304331315538,172.14426919624876,251.4403800357228,0.6501903654232797,256,256,0,1.0,51.067400217056274,0.4216529652184838,0.781749743291009,0.4526132535534544,0.7566781906657971,0.9984190175368488,0.0,1.0,1.0,0.7,0.25,0.0,256,0.3854256543703914,0.7350567072427157,0.9941711205601428,0.2014267259642472,0.5637070108089564,256,0.3854256543703914,0.7350567072427157,0.9941711205601428,0.2014267259642472,0.5637070108089564,0,,,,,,256,0.487616859392267,0.788077533481725,1.0650614229380007,0.46884631399387133,0.5764522489820287,0,,,,,
23,trial_0023,/home/fcolanto/projects/tabicl/corrosion_datasets/analysis/pitting_fixed_pren_direct_trial_results/trial_0023/trial_result.json,0.6241534179953179,0.6502928214558329,0.0589904210562192,237.59619413841284,318.62528760944485,0.4397865511637657,256,256,0,1.0,54.80815887451172,0.38087839723970024,0.8182225091192397,0.4760435830402527,0.9489221327129478,0.8564471016584472,0.0,1.0,1.0,0.7,0.25,0.0,256,0.3563654380997635,0.7346293723503873,0.9708423122621749,0.06372341619760008,0.5488468333906633,256,0.3563654380997635,0.7346293723503873,0.9708423122621749,0.06372341619760008,0.5488468333906633,0,,,,,,256,0.49847895925889507,0.7797141152467294,1.0534569854579758,0.4803269460783455,0.5865804697281435,0,,,,,
24,trial_0024,/home/fcolanto/projects/tabicl/corrosion_datasets/analysis/pitting_fixed_pren_direct_trial_results/trial_0024/trial_result.json,0.8251428715154979,0.8278165540514125,0.0432185835002981,161.28483468078758,228.47345184528385,0.711846669530913,256,256,0,1.0,54.03385281562805,0.43695588567289,0.7692515277097158,0.49758548941613134,0.5400108374321719,0.5248095927779556,0.0,1.0,1.0,0.7,0.25,0.0,256,0.44716182071306787,0.7344222232984766,0.9895414331035103,0.24120037184906662,0.5540554041754152,256,0.44716182071306787,0.7344222232984766,0.9895414331035103,0.24120037184906662,0.5540554041754152,0,,,,,,256,0.5013647640825766,0.7786047347529009,1.0523564932461298,0.4811595104266415,0.580180555018355,0,,,,,
25,trial_0025,/home/fcolanto/projects/tabicl/corrosion_datasets/analysis/pitting_fixed_pren_direct_trial_results/trial_0025/trial_result.json,0.8315136512427376,0.8450764907721298,0.0331065576015344,157.0400952099166,231.966979722562,0.7026435853049213,256,256,0,1.0,61.35810208320618,0.4365322759660659,0.8799340760508922,0.5023930269720049,0.5347599342738529,0.49007430374910677,0.25,1.0,1.0,0.9,0.25,0.0,256,-0.21212945371757355,2.703259462117489e+22,1.477236022376691e+23,0.19691225267182833,0.5783431645591944,256,-0.21212945371757355,2.703259462117489e+22,1.477236022376691e+23,0.19691225267182833,0.5783431645591944,0,,,,,,256,0.49463255898876796,0.7823754740347609,1.0587432610387135,0.4803068536566224,0.5850025448754924,0,,,,,
26,trial_0026,/home/fcolanto/projects/tabicl/corrosion_datasets/analysis/pitting_fixed_pren_direct_trial_results/trial_0026/trial_result.json,0.8211618506917706,0.8165043675311027,0.0305206582657562,163.495005555011,239.15021451755388,0.6853299626957325,256,193,63,0.75390625,57.54917359352112,0.4664403362519886,0.8797861618063018,0.5372581545228782,0.5603278791913423,0.49358447855711624,0.25,0.75,1.0,0.9,0.5,0.0,256,0.2833604028629226,27.447480093420715,136.96746432131442,0.13562342291292895,0.571390612573823,193,0.28646600784560305,36.417110303613,181.70367702653823,0.20275302398852368,0.571390612573823,63,-0.11061691423234214,0.76421552111303,1.007572832000649,0.011175199937655415,0.36129289266847586,193,0.5007660919251138,0.7777426328365197,1.0520143198952923,0.47960797908851227,0.5844532563368634,63,0.49442117851125295,0.7857949335040953,1.057978515984935,0.4854247488456527,0.5782135889415518
27,trial_0027,/home/fcolanto/projects/tabicl/corrosion_datasets/analysis/pitting_fixed_pren_direct_trial_results/trial_0027/trial_result.json,0.8281435313297948,0.8450022244706753,0.030927760519634,151.8736119485649,224.85993920382225,0.7207587782599842,256,193,63,0.75390625,52.97703242301941,0.4793237209703158,0.9034528030653478,0.5448053929341158,0.38005178848502774,0.5034029771451566,0.25,0.75,1.0,0.9,0.5,0.0,256,0.4870995683769398,0.7377146891568143,0.978262332115505,0.13295504679575065,0.5721923822104578,193,0.5126227803353476,0.7275737638290043,0.9748122962849249,0.23822685061966564,0.5721923822104578,63,-0.4881499646470048,0.800716340174017,1.0617143987140012,-0.03306645380580905,0.35773955472090946,193,0.49639645492302725,0.7824702293041772,1.058138000138371,0.4825943280306937,0.5779053274537149,63,0.508352306952037,0.7681629251718367,1.0442957598025258,0.4898205743375498,0.5626517212824447
28,trial_0028,/home/fcolanto/projects/tabicl/corrosion_datasets/analysis/pitting_fixed_pren_direct_trial_results/trial_0028/trial_result.json,0.8317144530277366,0.8352262068104431,0.0313830042564001,153.22303954160415,226.9286081499832,0.7157335672750726,256,186,70,0.7265625,57.24964094161987,0.44584093162644206,0.8968342004648815,0.592622724704637,0.41041617323115137,0.40799505081958937,0.25,0.75,1.0,0.9,0.5,0.5,256,0.4777345999583335,0.7312534690414081,0.9695250297881409,0.16461701298648945,0.603435728945338,186,0.506762449661179,0.723784755459858,0.9683761771974079,0.25558861655236453,0.603435728945338,70,-0.30688284700376456,0.7693903413160943,1.0266881827974867,-0.03960961928149455,0.3566943387418873,186,0.49301075884786455,0.786057570334327,1.0582979663823502,0.4777793773553164,0.5921220689858766,70,0.4990372005432579,0.780153429440835,1.0537163030908858,0.4836515721261214,0.5595396238505679
29,trial_0029,/home/fcolanto/projects/tabicl/corrosion_datasets/analysis/pitting_fixed_pren_direct_trial_results/trial_0029/trial_result.json,0.8312201886675789,0.8554500973043355,0.0437570326706819,151.27631897709324,227.036418435734,0.714836644759995,256,192,64,0.75,54.803404569625854,0.4773720298264761,0.9172795110693763,0.5974811306818307,0.4217780644216394,0.345950130813268,0.25,0.75,1.0,0.9,0.5,0.5,256,0.4977594045315557,0.7228864699794686,0.950576287343138,0.1374841861891959,0.5781368003529531,192,0.5404136339440714,0.7146411598563708,0.9468389030960745,0.1938371690345272,0.5781368003529531,64,0.046470395371859506,0.767216367575703,1.0024824135550143,0.042736505829224544,0.4108561814909053,192,0.4956317127492822,0.7814937814331694,1.0527368219405528,0.4809979167832259,0.6084003476600809,64,0.4761580829420345,0.8001625113889992,1.0757348864681429,0.45907589554003925,0.562348134358029
