trial_number,trial_id,synthetic_seed,sampling_seed,schema_attempts,sample_type,ridge_spearman,ridge_mae,ridge_rmse
18,trial_0018,18200000,18200000,1,generic,-0.2517577024821097,0.821748385643188,1.064269396288883
18,trial_0018,18200001,18200001,1,generic,0.16944405328568585,0.7946453703837046,1.0602512243071243
18,trial_0018,18200002,18200002,1,generic,-0.240087108168311,1.0101281075947168,1.4669085026168112
18,trial_0018,18200003,18200003,1,generic,0.4473254030961846,0.938479603374348,1.393114925443629
18,trial_0018,18200004,18200004,1,generic,-0.29678633674635563,0.8005992839784547,1.04716806915268
18,trial_0018,18200005,18200005,1,generic,0.004419006952606117,0.9351203638413413,1.2189002092029861
18,trial_0018,18200006,18200006,1,generic,-0.030455313753913263,0.8180080686920218,1.0651085931183677
18,trial_0018,18200007,18200007,1,generic,-0.14346513973527336,0.7874881948458519,1.0342346850558208
18,trial_0018,18200008,18200008,1,generic,-0.3857367315309323,0.8187852394544288,1.0845826524978037
18,trial_0018,18200009,18200009,1,generic,-0.4213092433898569,0.8362127116733524,1.1211818873456778
18,trial_0018,18200010,18200010,1,generic,-0.3199718159397564,1.306492389804,1.6965046029204378
18,trial_0018,18200011,18200011,1,generic,0.35115776942374194,0.7332325811300932,0.973671134231
18,trial_0018,18200012,18200012,1,informed,0.5270133281495709,0.7283703291857704,1.051709078241765
18,trial_0018,18200013,18200013,1,generic,0.04217948785897347,0.8859756903510638,1.2720739986741934
18,trial_0018,18200014,18200014,1,generic,0.2709079809827571,0.9850521514725801,1.3369027359087076
18,trial_0018,18200015,18200015,1,generic,-0.26666078473835436,0.7817449719566025,1.0364935457065307
18,trial_0018,18200016,18200016,1,generic,0.0919642580430359,1.0094411466133242,1.3774752183911025
18,trial_0018,18200017,18200017,1,informed,-0.3108314999316537,1.5402782800430657,2.299517554188722
18,trial_0018,18200018,18200018,1,generic,0.032304212933543755,0.864814781121669,1.1926113570728376
18,trial_0018,18200019,18200019,1,informed,-0.21717807062752856,0.7825808498378574,1.0408018557609608
18,trial_0018,18200020,18200020,1,generic,0.1510664855859023,0.8626527974149005,1.0646633125313618
18,trial_0018,18200021,18200021,1,informed,0.20657360481332093,0.7994197948032745,1.0819386284208579
18,trial_0018,18200022,18200022,1,generic,-0.25067364115442303,1.092502028016534,1.5050304571525208
18,trial_0018,18200023,18200023,1,informed,0.013325130066965304,0.7949125927306248,1.0832875767610128
18,trial_0018,18200024,18200024,1,informed,0.12313309879777161,0.8710329817587907,1.2381088180138875
18,trial_0018,18200025,18200025,1,generic,-0.2640442593707042,0.780404254480954,1.0419768836973493
18,trial_0018,18200026,18200026,1,generic,-0.07551822814991524,0.9477069730540058,1.1826315769450981
18,trial_0018,18200027,18200027,1,generic,0.0689505348845821,0.7669105637894151,1.0109013064369672
18,trial_0018,18200028,18200028,1,generic,-0.1150158560998534,0.7993487283370616,1.0968083467204153
18,trial_0018,18200029,18200029,1,generic,-0.25159130442628896,0.8005882684263952,1.0452242749792635
18,trial_0018,18200030,18200030,1,generic,-0.15553215616283667,0.9691311747855956,1.3597904355387163
18,trial_0018,18200031,18200031,1,generic,0.16286009472657692,0.8275653300234197,1.2185665447816634
18,trial_0018,18200032,18200032,1,generic,0.32821088432122403,0.7452848895507057,1.037790610529476
18,trial_0018,18200033,18200033,1,informed,0.4114335584150043,0.7453599911158515,1.0087045562305386
18,trial_0018,18200034,18200034,1,generic,-0.24515757430742363,0.8057583341756454,1.0836495496547185
18,trial_0018,18200035,18200035,1,generic,-0.26183537780269256,0.7843749521476773,1.0487299941547492
18,trial_0018,18200036,18200036,1,informed,0.2740676031427502,0.8472284073418141,1.2077136469265057
18,trial_0018,18200037,18200037,1,generic,-0.05242052686964749,0.7892520781016024,1.043533656653594
18,trial_0018,18200038,18200038,1,generic,-0.3024462352626011,0.7808021962465002,1.0475969057576067
18,trial_0018,18200039,18200039,1,generic,0.04009058675210812,0.7710166957039214,1.0084961457779091
18,trial_0018,18200040,18200040,1,generic,0.014044548111163686,0.8019470864164971,1.0680101938593667
18,trial_0018,18200041,18200041,1,generic,-0.35134226432742754,0.903711848375476,1.242716723748093
18,trial_0018,18200042,18200042,1,informed,0.34992238619068383,0.7690606468037665,1.0710421441972284
18,trial_0018,18200043,18200043,1,generic,-0.4413192451789117,0.8052430975526338,1.0883491429274432
18,trial_0018,18200044,18200044,1,informed,0.3815755773237721,0.7895041868002369,1.1277504333952704
18,trial_0018,18200045,18200045,1,informed,0.29718214378598584,0.8083855279381787,1.1546300959376978
18,trial_0018,18200046,18200046,1,informed,0.3029283850423841,0.8352263658719694,1.279846248757587
18,trial_0018,18200047,18200047,1,generic,0.21091411463806609,0.7463553915224457,0.9713692710538067
