trial_number,trial_id,draw_index,model,mean_test_spearman,synthetic_seed,sampling_seed,schema_attempts,sample_type,surrogate_spearman,surrogate_mae,surrogate_rmse,pren_spearman,pren_mae,pren_rmse,fake_pren_spearman,fake_pren_mae,fake_pren_rmse
8,trial_0008,0,extra_trees,0.7860120435657661,8200000,8200000,1,informed,0.30136938846827455,0.8173005700568156,1.0106290991861273,0.49120071868521276,0.7972303201402017,1.0606586600685115,,,
8,trial_0008,1,extra_trees,0.7860120435657661,8200001,8200001,1,informed,0.4396014238930394,0.6777200217046854,0.907894589895402,0.5093147612891998,0.7423306936538142,1.0208321806028189,,,
8,trial_0008,2,extra_trees,0.7860120435657661,8200002,8200002,1,informed,0.08665952169348702,0.7548682960037187,0.997547427741838,0.27863705722862553,0.9859744161480893,1.2364607427850811,,,
8,trial_0008,3,extra_trees,0.7860120435657661,8200003,8200003,1,informed,-0.009428572965398703,0.8431292363737581,1.071903717280291,0.45870473930488354,0.8101729150441164,1.0603581344163955,,,
8,trial_0008,4,extra_trees,0.7860120435657661,8200004,8200004,1,informed,0.4967592429854829,0.6839661014570833,0.8986418314089315,0.5453431934331547,0.6837344551536852,0.94772897827375,,,
8,trial_0008,5,extra_trees,0.7860120435657661,8200005,8200005,1,informed,0.44132660596269885,0.6879723857401913,0.9091731976771995,0.5692160384741957,0.6775400100426706,0.9304292923424023,,,
8,trial_0008,6,extra_trees,0.7860120435657661,8200006,8200006,1,informed,0.16128057985365804,0.7912689701170303,0.9999363654553356,0.4888564798026953,0.7628744423455185,1.0270779952393676,,,
8,trial_0008,7,extra_trees,0.7860120435657661,8200007,8200007,1,informed,-0.318720622609159,0.7980613082435124,1.0669206083589562,0.5636456537469736,0.6638991027523465,0.915239867756275,,,
8,trial_0008,8,extra_trees,0.7860120435657661,8200008,8200008,1,informed,0.2487285415179615,0.781692027202659,1.0191705892087932,0.3846641925920296,0.8609898982187333,1.1650948805942312,,,
8,trial_0008,9,extra_trees,0.7860120435657661,8200009,8200009,1,informed,0.36338894435782787,0.7021601188814334,0.9522144486390901,0.4838215376119216,0.75070731825066,0.9932705428922947,,,
8,trial_0008,10,extra_trees,0.7860120435657661,8200010,8200010,1,informed,0.32109987393253053,0.7473199549015874,0.964838353693055,0.5739241439382743,0.6632568600592268,0.9271933729647275,,,
8,trial_0008,11,extra_trees,0.7860120435657661,8200011,8200011,1,informed,0.2501986727574523,0.8030115305485445,1.019831053475403,0.4116599603697123,0.8839414934371572,1.128280589496738,,,
8,trial_0008,12,extra_trees,0.7860120435657661,8200012,8200012,1,informed,0.31657025151128687,0.7287387080032324,0.9674185285497358,0.49277532213753816,0.7761698945923692,1.019043235199725,,,
8,trial_0008,13,extra_trees,0.7860120435657661,8200013,8200013,1,informed,0.1774496671155064,0.7637638025473875,0.9844479139692456,0.5670700448193459,0.6423762212075181,0.8944405105059292,,,
8,trial_0008,14,extra_trees,0.7860120435657661,8200014,8200014,1,informed,0.275361025501494,0.7705162995139369,0.9774620590984907,0.42376561712122873,0.8767376435081662,1.134398741419386,,,
8,trial_0008,15,extra_trees,0.7860120435657661,8200015,8200015,1,informed,0.4399201522334916,0.6886722568442577,0.9121390689731239,0.48056096128400577,0.7838625235047297,1.0419499593530057,,,
8,trial_0008,16,extra_trees,0.7860120435657661,8200016,8200016,1,informed,0.39324439270658346,0.7171649612997244,0.9385312838948013,0.5066123989090187,0.785822488654997,1.0317708000685257,,,
8,trial_0008,17,extra_trees,0.7860120435657661,8200017,8200017,1,informed,0.04950814042364918,0.8289823704540811,1.0375158385523628,0.1565687474356634,1.0319060599371603,1.2929866366803324,,,
8,trial_0008,18,extra_trees,0.7860120435657661,8200018,8200018,1,informed,0.3002296847015667,0.7957467113330489,1.0220294755492394,0.5370432873856399,0.6908754889369869,0.9487909591995671,,,
8,trial_0008,19,extra_trees,0.7860120435657661,8200019,8200019,1,informed,0.10599455081281599,0.7938842385371458,1.005136647578462,0.45601361227889026,0.8217866518781588,1.0714879820208385,,,
8,trial_0008,20,extra_trees,0.7860120435657661,8200020,8200020,1,informed,0.4483394795246424,0.6855866047029793,0.9056206719366383,0.48037240689103317,0.7786202080169308,1.0619658859911834,,,
8,trial_0008,21,extra_trees,0.7860120435657661,8200021,8200021,1,informed,-0.1604139111634112,0.8062950306660859,1.0528045533466766,0.5144226102673687,0.7581629908672878,1.0372819662295547,,,
8,trial_0008,22,extra_trees,0.7860120435657661,8200022,8200022,1,informed,0.4085552676101932,0.7280856691243871,0.9423161479565115,0.44850690583507113,0.8131193060048562,1.1017659573391365,,,
8,trial_0008,23,extra_trees,0.7860120435657661,8200023,8200023,1,informed,0.40292939354855695,0.6968929779418686,0.9320587958749826,0.5113209007542059,0.7198404763473829,0.9611548519796184,,,
