trial_number,trial_id,draw_index,model,mean_test_spearman,synthetic_seed,sampling_seed,schema_attempts,sample_type,surrogate_spearman,surrogate_mae,surrogate_rmse,pren_spearman,pren_mae,pren_rmse,fake_pren_spearman,fake_pren_mae,fake_pren_rmse
5,trial_0005,0,hist_gradient_boosting,0.7352893855196443,5200000,5200000,1,informed,-0.11437801032045967,0.8438830123674924,1.0872255266544473,0.5241876912445459,0.7668607631867354,1.0046960514503924,,,
5,trial_0005,1,hist_gradient_boosting,0.7352893855196443,5200001,5200001,1,informed,0.2978268883326704,0.9346081270676901,1.1699336120940529,0.26981845232943147,0.9699825007324645,1.2415665696616778,,,
5,trial_0005,2,hist_gradient_boosting,0.7352893855196443,5200002,5200002,1,informed,0.025817298884290078,0.8422416435384267,1.0832778490856165,0.44383472070044033,0.8245048806521077,1.0764489063476521,,,
5,trial_0005,3,hist_gradient_boosting,0.7352893855196443,5200003,5200003,1,generic,-0.012143365992518543,1.029817420198062,1.2552041247720476,,,,0.4510122394675396,0.7900052200323909,1.0873612738567062
5,trial_0005,4,hist_gradient_boosting,0.7352893855196443,5200004,5200004,1,generic,0.28541922668811703,0.7351288325233591,0.9491507021816058,,,,0.5290339013542636,0.7332285391224429,1.0007573085859354
5,trial_0005,5,hist_gradient_boosting,0.7352893855196443,5200005,5200005,1,informed,0.037048070678506954,1.0461934885081534,1.3393646770342735,0.5298101659167929,0.7137671692543639,0.9496305566035873,,,
5,trial_0005,6,hist_gradient_boosting,0.7352893855196443,5200006,5200006,1,generic,-0.13350065377206982,1.0446621966124967,1.2808348285662614,,,,0.3064017086792248,0.9387189886081271,1.2339996071346893
5,trial_0005,7,hist_gradient_boosting,0.7352893855196443,5200007,5200007,1,informed,0.035736035250360836,0.787784352154125,1.0299395421614164,0.46943178255991597,0.768281814603516,1.0418627461965528,,,
5,trial_0005,8,hist_gradient_boosting,0.7352893855196443,5200008,5200008,1,generic,-0.18078723752228004,0.825045540391151,1.1152532138987403,,,,0.42336193713267845,0.8809870565490925,1.1476526574117476
5,trial_0005,9,hist_gradient_boosting,0.7352893855196443,5200009,5200009,1,generic,-0.1516731716958751,0.8091568821247447,1.0484629495083404,,,,0.5401541546692479,0.7036157551727941,0.9320204762933944
5,trial_0005,10,hist_gradient_boosting,0.7352893855196443,5200010,5200010,1,generic,0.19372315765350356,0.7956590750382264,1.0627815728035974,,,,0.3542268390028403,0.9250854522333214,1.20073419908024
5,trial_0005,11,hist_gradient_boosting,0.7352893855196443,5200011,5200011,1,generic,0.20194447114074143,0.7648962996887002,0.9764429868221143,,,,0.5478559216235499,0.7125606891407568,0.9743812052878719
5,trial_0005,12,hist_gradient_boosting,0.7352893855196443,5200012,5200012,1,informed,0.23003555424878516,0.9353533002128496,1.1906665192943817,0.48081327836224225,0.7996150014079262,1.0647211235152962,,,
5,trial_0005,13,hist_gradient_boosting,0.7352893855196443,5200013,5200013,1,generic,-0.29009332174278496,0.8577308026316253,1.1271258889706928,,,,0.4538771727755943,0.8052184660628533,1.0810910152199673
5,trial_0005,14,hist_gradient_boosting,0.7352893855196443,5200014,5200014,1,informed,-0.13947442507224372,0.9411185798947309,1.2264677727062256,0.4590464061523743,0.8176387715490184,1.068219109893282,,,
5,trial_0005,15,hist_gradient_boosting,0.7352893855196443,5200015,5200015,1,generic,0.30952702240703517,0.8057672074984207,0.9749516806334209,,,,0.5073928733122898,0.7619764668462254,1.0090109624786752
5,trial_0005,16,hist_gradient_boosting,0.7352893855196443,5200016,5200016,1,generic,0.18239598061856474,0.7935181873625075,1.0155004891316766,,,,0.27954805036321195,0.9719180968561186,1.2442572465760189
5,trial_0005,17,hist_gradient_boosting,0.7352893855196443,5200017,5200017,1,informed,-0.041772160734281166,0.808436336841096,1.060013233464063,0.32452292714811315,0.9478007699202375,1.205407915344926,,,
5,trial_0005,18,hist_gradient_boosting,0.7352893855196443,5200018,5200018,1,informed,0.11904886310439096,0.8328745967556125,1.089921946487039,0.5549886083204099,0.6859921447441392,0.944304721366374,,,
5,trial_0005,19,hist_gradient_boosting,0.7352893855196443,5200019,5200019,1,informed,-0.03440343598615039,0.841846568192204,1.0916442925417762,0.18897945020433937,1.0375552248897717,1.2879042583722595,,,
5,trial_0005,20,hist_gradient_boosting,0.7352893855196443,5200020,5200020,1,informed,0.44590416908881975,0.6885569740282829,0.9009375073694448,0.4872684403976122,0.7890377480470153,1.0672081340363064,,,
5,trial_0005,21,hist_gradient_boosting,0.7352893855196443,5200021,5200021,1,informed,0.21476078780174482,0.7750105080525923,0.9902325992078846,0.5433436010906013,0.7335267318825865,0.9546534995305598,,,
5,trial_0005,22,hist_gradient_boosting,0.7352893855196443,5200022,5200022,1,informed,-0.025066346227029225,0.8825488302014994,1.1111392758975525,0.5258000465804081,0.7076318329139488,0.9706051774207177,,,
5,trial_0005,23,hist_gradient_boosting,0.7352893855196443,5200023,5200023,1,informed,-0.4293772198386106,0.9602207877766797,1.2658437550918422,0.5295187437919239,0.7246621141663016,0.9843396273649365,,,
